model_label,stable_image_key,condition_label,image_region,safe,lively,wealthy,beautiful,boring,depressing
Claude Sonnet 4,row_2802,SSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2802,CSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2802,NAWA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2802,ESEA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2802,OCE,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2802,LAC,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2802,ENA,ENA,85,25,75,70,65,15
Claude Sonnet 4,row_2803,NAWA,ENA,75,25,60,30,80,40
Claude Sonnet 4,row_2803,NEU,ENA,75,25,60,40,80,30
Claude Sonnet 4,row_2803,SSA,ENA,75,25,70,40,80,60
Claude Sonnet 4,row_2803,ESEA,ENA,75,25,60,40,80,45
Claude Sonnet 4,row_2803,CSA,ENA,75,25,60,40,80,45
Claude Sonnet 4,row_2803,OCE,ENA,75,25,60,40,80,45
Claude Sonnet 4,row_2803,LAC,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2803,ENA,ENA,75,25,60,40,80,35
Claude Sonnet 4,row_2804,NEU,ENA,85,25,70,90,60,10
Claude Sonnet 4,row_2804,NAWA,ENA,85,25,70,80,75,15
Claude Sonnet 4,row_2804,SSA,ENA,85,25,75,90,70,15
Claude Sonnet 4,row_2804,OCE,ENA,85,25,70,90,60,15
Claude Sonnet 4,row_2804,CSA,ENA,85,25,75,90,70,15
Claude Sonnet 4,row_2804,ESEA,ENA,85,25,70,80,75,15
Claude Sonnet 4,row_2804,LAC,ENA,85,25,75,90,70,15
Claude Sonnet 4,row_2804,ENA,ENA,85,25,70,80,60,15
Claude Sonnet 4,row_2805,NEU,ENA,75,20,60,70,80,25
Claude Sonnet 4,row_2805,NAWA,ENA,75,25,65,70,80,30
Claude Sonnet 4,row_2805,CSA,ENA,75,25,65,70,80,30
Claude Sonnet 4,row_2805,SSA,ENA,75,25,70,80,85,20
Claude Sonnet 4,row_2805,ESEA,ENA,75,25,65,70,80,30
Claude Sonnet 4,row_2805,LAC,ENA,75,25,65,70,80,30
Claude Sonnet 4,row_2805,OCE,ENA,75,25,65,70,80,30
Claude Sonnet 4,row_2805,ENA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2806,NEU,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2806,CSA,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2806,NAWA,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2806,SSA,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2806,ESEA,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2806,OCE,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2806,LAC,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2806,ENA,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2807,NAWA,ENA,75,15,40,60,80,45
Claude Sonnet 4,row_2807,CSA,ENA,75,20,45,60,80,40
Claude Sonnet 4,row_2807,SSA,ENA,75,15,45,60,80,35
Claude Sonnet 4,row_2807,ESEA,ENA,75,15,35,45,80,60
Claude Sonnet 4,row_2807,OCE,ENA,75,20,45,60,70,40
Claude Sonnet 4,row_2807,NEU,ENA,75,15,40,60,80,35
Claude Sonnet 4,row_2807,ENA,ENA,75,15,40,60,80,35
Claude Sonnet 4,row_2807,LAC,ENA,75,15,45,60,80,35
Claude Sonnet 4,row_2808,NEU,ENA,75,20,45,65,70,25
Claude Sonnet 4,row_2808,SSA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2808,NAWA,ENA,75,20,60,70,80,30
Claude Sonnet 4,row_2808,CSA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2808,ESEA,ENA,75,20,60,70,80,30
Claude Sonnet 4,row_2808,OCE,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2808,LAC,ENA,75,20,65,70,80,25
Claude Sonnet 4,row_2808,ENA,ENA,75,20,60,70,80,25
Claude Sonnet 4,row_2809,NEU,ENA,75,25,45,35,80,40
Claude Sonnet 4,row_2809,NAWA,ENA,75,25,45,30,80,60
Claude Sonnet 4,row_2809,SSA,ENA,75,25,60,40,80,45
Claude Sonnet 4,row_2809,CSA,ENA,75,25,60,40,80,35
Claude Sonnet 4,row_2809,ESEA,ENA,75,25,45,30,80,60
Claude Sonnet 4,row_2809,OCE,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2809,LAC,ENA,75,25,60,30,80,45
Claude Sonnet 4,row_2809,ENA,ENA,75,25,45,35,80,40
Claude Sonnet 4,row_2810,CSA,ENA,85,25,75,60,70,20
Claude Sonnet 4,row_2810,NEU,ENA,85,25,75,70,65,15
Claude Sonnet 4,row_2810,SSA,ENA,85,25,80,70,75,20
Claude Sonnet 4,row_2810,ESEA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2810,NAWA,ENA,85,25,75,60,70,20
Claude Sonnet 4,row_2810,LAC,ENA,85,25,75,60,70,20
Claude Sonnet 4,row_2810,OCE,ENA,85,25,75,60,70,20
Claude Sonnet 4,row_2810,ENA,ENA,85,25,75,70,65,15
Claude Sonnet 4,row_2811,NEU,ENA,65,15,35,25,80,70
Claude Sonnet 4,row_2811,SSA,ENA,75,15,45,25,80,65
Claude Sonnet 4,row_2811,CSA,ENA,75,20,45,30,80,65
Claude Sonnet 4,row_2811,NAWA,ENA,75,20,40,30,80,65
Claude Sonnet 4,row_2811,ESEA,ENA,75,15,35,25,80,65
Claude Sonnet 4,row_2811,LAC,ENA,65,15,40,25,80,70
Claude Sonnet 4,row_2811,OCE,ENA,75,15,35,25,80,65
Claude Sonnet 4,row_2811,ENA,ENA,65,20,35,25,80,70
Claude Sonnet 4,row_2812,SSA,ENA,75,25,70,40,80,60
Claude Sonnet 4,row_2812,NEU,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2812,CSA,ENA,75,25,65,40,70,45
Claude Sonnet 4,row_2812,ESEA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2812,NAWA,ENA,75,25,65,40,70,45
Claude Sonnet 4,row_2812,OCE,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2812,ENA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2812,LAC,ENA,75,25,65,40,70,45
Claude Sonnet 4,row_2813,SSA,ENA,75,25,70,40,80,60
Claude Sonnet 4,row_2813,NEU,ENA,75,25,65,35,70,45
Claude Sonnet 4,row_2813,NAWA,ENA,75,25,70,40,80,60
Claude Sonnet 4,row_2813,CSA,ENA,75,25,70,40,80,60
Claude Sonnet 4,row_2813,ESEA,ENA,75,25,65,40,70,60
Claude Sonnet 4,row_2813,OCE,ENA,75,25,70,30,80,60
Claude Sonnet 4,row_2813,LAC,ENA,75,25,70,35,80,60
Claude Sonnet 4,row_2814,NEU,ENA,25,10,15,30,85,70
Claude Sonnet 4,row_2813,ENA,ENA,75,25,65,35,70,45
Claude Sonnet 4,row_2814,SSA,ENA,30,15,20,45,75,60
Claude Sonnet 4,row_2814,NAWA,ENA,25,10,15,30,85,70
Claude Sonnet 4,row_2814,CSA,ENA,25,10,15,35,85,70
Claude Sonnet 4,row_2814,ESEA,ENA,25,10,15,30,85,70
Claude Sonnet 4,row_2814,OCE,ENA,30,15,20,45,75,60
Claude Sonnet 4,row_2814,LAC,ENA,25,10,15,35,85,70
Claude Sonnet 4,row_2814,ENA,ENA,30,10,20,40,85,60
Claude Sonnet 4,row_2815,NEU,ENA,75,20,60,80,70,15
Claude Sonnet 4,row_2815,NAWA,ENA,75,20,65,80,70,25
Claude Sonnet 4,row_2815,SSA,ENA,75,25,65,80,70,20
Claude Sonnet 4,row_2815,ESEA,ENA,75,15,60,80,70,25
Claude Sonnet 4,row_2815,CSA,ENA,75,25,60,80,70,20
Claude Sonnet 4,row_2815,OCE,ENA,75,25,60,80,70,20
Claude Sonnet 4,row_2815,LAC,ENA,75,15,65,80,70,25
Claude Sonnet 4,row_2816,SSA,ENA,75,20,45,25,80,65
Claude Sonnet 4,row_2815,ENA,ENA,75,20,60,70,80,25
Claude Sonnet 4,row_2816,NEU,ENA,65,20,35,25,80,70
Claude Sonnet 4,row_2816,ESEA,ENA,75,20,35,25,80,65
Claude Sonnet 4,row_2816,OCE,ENA,75,20,40,25,80,65
Claude Sonnet 4,row_2816,CSA,ENA,75,20,40,25,80,65
Claude Sonnet 4,row_2816,LAC,ENA,65,20,40,25,80,70
Claude Sonnet 4,row_2816,NAWA,ENA,75,20,35,25,80,65
Claude Sonnet 4,row_2816,ENA,ENA,65,20,35,25,80,70
Claude Sonnet 4,row_2817,NEU,ENA,85,25,65,45,75,35
Claude Sonnet 4,row_2817,SSA,ENA,85,25,70,45,80,60
Claude Sonnet 4,row_2817,NAWA,ENA,85,25,70,40,80,60
Claude Sonnet 4,row_2817,ESEA,ENA,85,25,70,60,75,30
Claude Sonnet 4,row_2817,LAC,ENA,85,25,70,40,80,60
Claude Sonnet 4,row_2817,CSA,ENA,85,25,70,45,75,35
Claude Sonnet 4,row_2817,OCE,ENA,85,25,70,45,75,35
Claude Sonnet 4,row_2817,ENA,ENA,85,25,65,45,75,35
Claude Sonnet 4,row_2818,NEU,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2818,SSA,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2818,NAWA,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2818,CSA,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2818,ESEA,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2818,OCE,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2818,LAC,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2818,ENA,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2819,NEU,ENA,75,25,60,45,70,30
Claude Sonnet 4,row_2819,SSA,ENA,75,25,70,45,80,35
Claude Sonnet 4,row_2819,NAWA,ENA,75,25,60,40,80,30
Claude Sonnet 4,row_2819,CSA,ENA,75,25,60,40,70,30
Claude Sonnet 4,row_2819,LAC,ENA,75,25,65,40,80,35
Claude Sonnet 4,row_2819,OCE,ENA,75,25,60,40,70,35
Claude Sonnet 4,row_2819,ENA,ENA,75,25,60,45,70,35
Claude Sonnet 4,row_2819,ESEA,ENA,75,25,60,40,80,30
Claude Sonnet 4,row_2820,NEU,ENA,75,20,60,70,80,25
Claude Sonnet 4,row_2820,SSA,ENA,75,15,65,70,80,25
Claude Sonnet 4,row_2820,CSA,ENA,75,15,60,70,80,25
Claude Sonnet 4,row_2820,NAWA,ENA,75,15,60,70,80,25
Claude Sonnet 4,row_2820,ESEA,ENA,75,15,45,60,80,25
Claude Sonnet 4,row_2820,OCE,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2820,LAC,ENA,75,15,60,70,80,25
Claude Sonnet 4,row_2820,ENA,ENA,75,15,60,70,80,25
Claude Sonnet 4,row_2821,SSA,ENA,75,25,70,60,80,40
Claude Sonnet 4,row_2821,ESEA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2821,CSA,ENA,75,25,70,60,80,40
Claude Sonnet 4,row_2821,NEU,ENA,75,20,60,65,70,25
Claude Sonnet 4,row_2821,NAWA,ENA,75,25,65,70,80,30
Claude Sonnet 4,row_2821,OCE,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2821,LAC,ENA,75,15,65,45,80,35
Claude Sonnet 4,row_2821,ENA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2822,CSA,ENA,85,25,75,70,80,20
Claude Sonnet 4,row_2822,ESEA,ENA,85,25,70,60,75,40
Claude Sonnet 4,row_2822,NAWA,ENA,85,25,75,60,80,35
Claude Sonnet 4,row_2822,NEU,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2822,SSA,ENA,85,25,75,70,80,30
Claude Sonnet 4,row_2822,OCE,ENA,85,25,70,60,75,30
Claude Sonnet 4,row_2822,LAC,ENA,85,15,75,60,80,25
Claude Sonnet 4,row_2822,ENA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2823,NEU,ENA,85,25,60,80,70,15
Claude Sonnet 4,row_2823,NAWA,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2823,SSA,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2823,ESEA,ENA,85,25,60,80,70,15
Claude Sonnet 4,row_2823,CSA,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2823,OCE,ENA,85,25,60,90,70,15
Claude Sonnet 4,row_2823,LAC,ENA,85,25,70,90,75,15
Claude Sonnet 4,row_2823,ENA,ENA,85,25,60,80,70,15
Claude Sonnet 4,row_2824,CSA,ENA,85,25,70,60,75,40
Claude Sonnet 4,row_2824,NEU,ENA,75,25,60,45,70,35
Claude Sonnet 4,row_2824,ESEA,ENA,85,25,70,60,75,40
Claude Sonnet 4,row_2824,NAWA,ENA,85,25,70,60,75,40
Claude Sonnet 4,row_2824,SSA,ENA,85,25,75,60,80,40
Claude Sonnet 4,row_2824,LAC,ENA,85,25,70,60,75,40
Claude Sonnet 4,row_2824,OCE,ENA,85,25,70,60,75,40
Claude Sonnet 4,row_2824,ENA,ENA,85,25,70,65,75,30
Claude Sonnet 4,row_2825,SSA,ENA,75,25,40,30,80,65
Claude Sonnet 4,row_2825,CSA,ENA,75,25,40,30,70,60
Claude Sonnet 4,row_2825,NEU,ENA,65,25,35,30,75,60
Claude Sonnet 4,row_2825,NAWA,ENA,75,25,35,20,80,65
Claude Sonnet 4,row_2825,OCE,ENA,75,25,40,30,70,60
Claude Sonnet 4,row_2825,LAC,ENA,65,25,35,30,75,60
Claude Sonnet 4,row_2825,ESEA,ENA,75,25,35,30,80,65
Claude Sonnet 4,row_2825,ENA,ENA,75,25,40,35,70,60
Claude Sonnet 4,row_2826,NEU,ENA,75,15,40,60,80,25
Claude Sonnet 4,row_2826,NAWA,ENA,75,15,40,35,85,60
Claude Sonnet 4,row_2826,SSA,ENA,85,15,70,60,80,25
Claude Sonnet 4,row_2826,CSA,ENA,75,15,40,60,80,45
Claude Sonnet 4,row_2826,ESEA,ENA,75,15,40,60,80,45
Claude Sonnet 4,row_2826,LAC,ENA,75,15,45,35,85,60
Claude Sonnet 4,row_2826,OCE,ENA,75,15,40,60,80,45
Claude Sonnet 4,row_2827,SSA,LAC,75,35,85,70,60,25
Claude Sonnet 4,row_2827,NEU,LAC,75,40,70,65,60,20
Claude Sonnet 4,row_2826,ENA,ENA,75,15,40,45,85,60
Claude Sonnet 4,row_2827,NAWA,LAC,75,35,80,65,70,25
Claude Sonnet 4,row_2827,CSA,LAC,75,35,80,70,60,25
Claude Sonnet 4,row_2827,ESEA,LAC,75,35,80,70,60,25
Claude Sonnet 4,row_2827,OCE,LAC,75,35,80,70,60,25
Claude Sonnet 4,row_2827,LAC,LAC,75,35,80,70,60,25
Claude Sonnet 4,row_2828,NEU,LAC,25,10,15,20,85,75
Claude Sonnet 4,row_2828,SSA,LAC,25,15,20,30,75,70
Claude Sonnet 4,row_2828,NAWA,LAC,25,15,20,30,75,70
Claude Sonnet 4,row_2827,ENA,LAC,75,45,70,65,60,25
Claude Sonnet 4,row_2828,CSA,LAC,25,15,20,30,75,65
Claude Sonnet 4,row_2828,ESEA,LAC,25,15,20,30,75,70
Claude Sonnet 4,row_2828,OCE,LAC,25,15,20,35,75,65
Claude Sonnet 4,row_2828,LAC,LAC,25,15,20,30,75,65
Claude Sonnet 4,row_2829,NEU,LAC,45,25,20,35,70,60
Claude Sonnet 4,row_2829,NAWA,LAC,65,25,20,40,70,45
Claude Sonnet 4,row_2828,ENA,LAC,25,10,15,20,85,75
Claude Sonnet 4,row_2829,SSA,LAC,75,25,30,60,70,40
Claude Sonnet 4,row_2829,CSA,LAC,65,25,30,45,70,55
Claude Sonnet 4,row_2829,ESEA,LAC,45,25,20,35,70,60
Claude Sonnet 4,row_2829,OCE,LAC,65,25,30,45,70,40
Claude Sonnet 4,row_2829,LAC,LAC,65,25,20,40,70,45
Claude Sonnet 4,row_2829,ENA,LAC,45,25,20,35,70,60
Claude Sonnet 4,row_2830,NEU,SSA,45,20,25,35,75,60
Claude Sonnet 4,row_2830,SSA,SSA,75,25,35,45,70,40
Claude Sonnet 4,row_2830,CSA,SSA,75,25,35,45,70,40
Claude Sonnet 4,row_2830,OCE,SSA,45,25,30,40,70,60
Claude Sonnet 4,row_2830,ESEA,SSA,45,20,25,35,75,60
Claude Sonnet 4,row_2830,NAWA,SSA,75,25,35,60,70,40
Claude Sonnet 4,row_2830,LAC,SSA,45,25,30,40,70,60
Claude Sonnet 4,row_2831,NEU,SSA,75,25,60,45,70,35
Claude Sonnet 4,row_2830,ENA,SSA,45,20,25,35,75,60
Claude Sonnet 4,row_2831,SSA,SSA,75,25,60,45,70,40
Claude Sonnet 4,row_2831,NAWA,SSA,75,25,60,45,70,40
Claude Sonnet 4,row_2831,CSA,SSA,75,25,60,45,70,40
Claude Sonnet 4,row_2831,ESEA,SSA,75,25,60,45,70,40
Claude Sonnet 4,row_2831,LAC,SSA,75,25,60,40,70,45
Claude Sonnet 4,row_2831,OCE,SSA,75,25,60,45,70,40
Claude Sonnet 4,row_2831,ENA,SSA,75,25,45,40,70,35
Claude Sonnet 4,row_2832,NEU,SSA,25,40,15,30,20,65
Claude Sonnet 4,row_2832,NAWA,SSA,45,35,15,25,70,65
Claude Sonnet 4,row_2832,SSA,SSA,65,45,25,30,70,60
Claude Sonnet 4,row_2832,OCE,SSA,45,35,15,25,70,65
Claude Sonnet 4,row_2832,CSA,SSA,45,35,15,25,70,65
Claude Sonnet 4,row_2832,ESEA,SSA,25,35,15,20,70,75
Claude Sonnet 4,row_2832,LAC,SSA,45,35,15,25,70,65
Claude Sonnet 4,row_2832,ENA,SSA,25,35,15,20,70,65
Claude Sonnet 4,row_2833,NEU,ESEA,65,45,35,55,40,30
Claude Sonnet 4,row_2833,SSA,ESEA,65,45,40,55,60,45
Claude Sonnet 4,row_2833,NAWA,ESEA,65,45,35,55,60,40
Claude Sonnet 4,row_2833,CSA,ESEA,65,45,40,55,60,45
Claude Sonnet 4,row_2833,OCE,ESEA,65,45,35,70,40,25
Claude Sonnet 4,row_2833,LAC,ESEA,65,45,35,55,40,45
Claude Sonnet 4,row_2833,ESEA,ESEA,65,45,35,40,70,60
Claude Sonnet 4,row_2833,ENA,ESEA,45,35,25,40,60,55
Claude Sonnet 4,row_2834,NEU,ESEA,75,15,45,60,80,25
Claude Sonnet 4,row_2834,NAWA,ESEA,75,20,60,45,80,35
Claude Sonnet 4,row_2834,SSA,ESEA,75,20,60,45,80,35
Claude Sonnet 4,row_2834,CSA,ESEA,75,20,60,45,80,35
Claude Sonnet 4,row_2834,ESEA,ESEA,75,15,45,35,80,60
Claude Sonnet 4,row_2834,OCE,ESEA,75,20,45,35,80,60
Claude Sonnet 4,row_2834,LAC,ESEA,75,20,60,45,80,35
Claude Sonnet 4,row_2834,ENA,ESEA,75,15,45,35,80,25
Claude Sonnet 4,row_2835,NEU,ESEA,75,15,40,35,80,45
Claude Sonnet 4,row_2835,CSA,ESEA,75,20,45,35,80,60
Claude Sonnet 4,row_2835,NAWA,ESEA,75,15,45,35,80,60
Claude Sonnet 4,row_2835,SSA,ESEA,75,15,60,45,80,35
Claude Sonnet 4,row_2835,ESEA,ESEA,75,15,45,35,80,60
Claude Sonnet 4,row_2835,LAC,ESEA,75,15,45,35,80,60
Claude Sonnet 4,row_2835,OCE,ESEA,75,15,45,35,80,60
Claude Sonnet 4,row_2835,ENA,ESEA,75,15,40,35,80,60
Claude Sonnet 4,row_2836,CSA,ESEA,65,40,45,35,70,60
Claude Sonnet 4,row_2836,NEU,ESEA,65,40,45,35,70,55
Claude Sonnet 4,row_2836,SSA,ESEA,65,40,45,35,70,60
Claude Sonnet 4,row_2836,NAWA,ESEA,65,40,45,30,70,60
Claude Sonnet 4,row_2836,OCE,ESEA,65,35,45,25,75,60
Claude Sonnet 4,row_2836,LAC,ESEA,65,35,45,25,75,60
Claude Sonnet 4,row_2836,ENA,ESEA,65,35,40,25,75,60
Claude Sonnet 4,row_2836,ESEA,ESEA,65,35,40,25,75,60
Claude Sonnet 4,row_2837,NAWA,ESEA,75,30,45,65,70,25
Claude Sonnet 4,row_2837,CSA,ESEA,75,30,45,65,70,25
Claude Sonnet 4,row_2837,SSA,ESEA,75,40,60,70,65,25
Claude Sonnet 4,row_2837,NEU,ESEA,75,30,45,65,70,25
Claude Sonnet 4,row_2837,ESEA,ESEA,75,30,45,65,70,25
Claude Sonnet 4,row_2837,OCE,ESEA,75,40,60,70,65,25
Claude Sonnet 4,row_2837,ENA,ESEA,75,40,45,60,65,25
Claude Sonnet 4,row_2837,LAC,ESEA,75,30,45,65,70,25
Claude Sonnet 4,row_2838,NEU,ESEA,75,25,60,40,80,45
Claude Sonnet 4,row_2838,CSA,ESEA,75,25,60,35,80,45
Claude Sonnet 4,row_2838,SSA,ESEA,75,25,65,40,80,60
Claude Sonnet 4,row_2838,NAWA,ESEA,75,25,60,35,80,45
Claude Sonnet 4,row_2838,OCE,ESEA,75,25,60,40,70,45
Claude Sonnet 4,row_2838,ESEA,ESEA,75,25,60,35,80,45
Claude Sonnet 4,row_2838,ENA,ESEA,75,25,60,35,80,45
Claude Sonnet 4,row_2838,LAC,ESEA,75,25,60,30,80,65
Claude Sonnet 4,row_2839,NAWA,ESEA,75,15,40,25,80,65
Claude Sonnet 4,row_2839,SSA,ESEA,75,15,45,25,85,70
Claude Sonnet 4,row_2839,NEU,ESEA,65,15,35,25,80,60
Claude Sonnet 4,row_2839,CSA,ESEA,75,15,40,25,85,70
Claude Sonnet 4,row_2839,ESEA,ESEA,75,15,35,25,85,70
Claude Sonnet 4,row_2839,LAC,ESEA,75,15,45,25,80,65
Claude Sonnet 4,row_2839,OCE,ESEA,75,15,35,25,80,60
Claude Sonnet 4,row_2839,ENA,ESEA,75,15,35,25,85,65
Claude Sonnet 4,row_2840,SSA,ESEA,45,25,35,30,75,65
Claude Sonnet 4,row_2840,NEU,ESEA,45,15,25,30,75,65
Claude Sonnet 4,row_2840,NAWA,ESEA,45,20,25,30,75,65
Claude Sonnet 4,row_2840,ESEA,ESEA,45,20,25,30,75,65
Claude Sonnet 4,row_2840,CSA,ESEA,45,20,25,30,75,65
Claude Sonnet 4,row_2840,OCE,ESEA,45,20,25,35,75,65
Claude Sonnet 4,row_2840,LAC,ESEA,45,25,30,35,70,60
Claude Sonnet 4,row_2840,ENA,ESEA,45,20,25,30,75,65
Claude Sonnet 4,row_2841,SSA,ESEA,65,25,40,30,70,60
Claude Sonnet 4,row_2841,NEU,ESEA,65,25,35,20,75,60
Claude Sonnet 4,row_2841,NAWA,ESEA,65,40,35,25,70,60
Claude Sonnet 4,row_2841,CSA,ESEA,65,40,45,35,70,60
Claude Sonnet 4,row_2841,ESEA,ESEA,65,25,35,20,75,60
Claude Sonnet 4,row_2841,OCE,ESEA,65,25,35,30,70,60
Claude Sonnet 4,row_2841,ENA,ESEA,65,25,35,20,75,60
Claude Sonnet 4,row_2841,LAC,ESEA,65,40,45,35,70,60
Claude Sonnet 4,row_2842,NEU,ENA,75,25,45,60,70,35
Claude Sonnet 4,row_2842,SSA,ENA,75,25,60,45,80,35
Claude Sonnet 4,row_2842,NAWA,ENA,75,25,60,45,80,35
Claude Sonnet 4,row_2842,CSA,ENA,75,25,60,45,70,40
Claude Sonnet 4,row_2842,OCE,ENA,75,25,45,60,70,35
Claude Sonnet 4,row_2842,ESEA,ENA,75,25,45,60,70,40
Claude Sonnet 4,row_2842,LAC,ENA,75,25,60,45,80,35
Claude Sonnet 4,row_2842,ENA,ENA,75,25,60,45,70,35
Claude Sonnet 4,row_2843,NAWA,ENA,45,25,30,35,70,60
Claude Sonnet 4,row_2843,CSA,ENA,45,25,30,35,75,60
Claude Sonnet 4,row_2843,SSA,ENA,45,25,30,35,70,60
Claude Sonnet 4,row_2843,NEU,ENA,40,15,25,30,75,60
Claude Sonnet 4,row_2843,ESEA,ENA,25,15,20,30,75,65
Claude Sonnet 4,row_2843,OCE,ENA,45,25,30,35,70,60
Claude Sonnet 4,row_2843,LAC,ENA,45,25,30,35,70,60
Claude Sonnet 4,row_2843,ENA,ENA,25,15,20,30,75,65
Claude Sonnet 4,row_2844,SSA,ENA,25,15,20,30,75,70
Claude Sonnet 4,row_2844,NAWA,ENA,25,15,20,30,75,70
Claude Sonnet 4,row_2844,NEU,ENA,25,15,20,30,75,70
Claude Sonnet 4,row_2844,ESEA,ENA,25,15,20,30,75,70
Claude Sonnet 4,row_2844,OCE,ENA,25,15,20,30,75,70
Claude Sonnet 4,row_2844,LAC,ENA,25,15,20,30,75,70
Claude Sonnet 4,row_2844,CSA,ENA,25,15,20,30,75,70
Claude Sonnet 4,row_2844,ENA,ENA,25,15,20,30,75,70
Claude Sonnet 4,row_2845,NEU,ENA,25,15,10,20,75,70
Claude Sonnet 4,row_2845,NAWA,ENA,25,15,10,20,75,70
Claude Sonnet 4,row_2845,SSA,ENA,45,30,25,20,70,65
Claude Sonnet 4,row_2845,ESEA,ENA,25,15,10,20,75,70
Claude Sonnet 4,row_2845,OCE,ENA,25,15,10,20,75,70
Claude Sonnet 4,row_2845,CSA,ENA,25,15,10,20,75,70
Claude Sonnet 4,row_2845,ENA,ENA,25,15,10,20,75,70
Claude Sonnet 4,row_2846,NEU,ENA,75,35,65,70,60,25
Claude Sonnet 4,row_2845,LAC,ENA,25,15,10,20,75,70
Claude Sonnet 4,row_2846,SSA,ENA,75,35,65,70,60,25
Claude Sonnet 4,row_2846,NAWA,ENA,75,35,65,70,60,25
Claude Sonnet 4,row_2846,CSA,ENA,75,35,65,70,60,25
Claude Sonnet 4,row_2846,OCE,ENA,75,35,60,70,65,25
Claude Sonnet 4,row_2846,LAC,ENA,75,35,65,70,60,25
Claude Sonnet 4,row_2846,ESEA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2846,ENA,ENA,75,35,60,70,65,25
Claude Sonnet 4,row_2847,NEU,ENA,75,25,45,60,70,20
Claude Sonnet 4,row_2847,SSA,ENA,75,25,60,70,80,20
Claude Sonnet 4,row_2847,NAWA,ENA,75,25,45,60,70,30
Claude Sonnet 4,row_2847,CSA,ENA,75,25,60,70,80,20
Claude Sonnet 4,row_2847,ESEA,ENA,75,25,45,60,70,30
Claude Sonnet 4,row_2847,OCE,ENA,75,25,45,60,70,30
Claude Sonnet 4,row_2847,LAC,ENA,75,25,45,60,70,30
Claude Sonnet 4,row_2847,ENA,ENA,75,25,45,60,70,30
Claude Sonnet 4,row_2848,NEU,ENA,75,45,60,55,65,25
Claude Sonnet 4,row_2848,CSA,ENA,75,45,70,60,65,25
Claude Sonnet 4,row_2848,NAWA,ENA,75,45,65,55,60,25
Claude Sonnet 4,row_2848,SSA,ENA,75,45,70,60,65,25
Claude Sonnet 4,row_2848,ESEA,ENA,75,45,60,40,70,35
Claude Sonnet 4,row_2848,LAC,ENA,75,45,70,60,65,25
Claude Sonnet 4,row_2848,ENA,ENA,75,45,60,55,65,35
Claude Sonnet 4,row_2849,NEU,ENA,75,25,60,65,70,20
Claude Sonnet 4,row_2848,OCE,ENA,75,45,60,40,70,35
Claude Sonnet 4,row_2849,SSA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2849,NAWA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2849,CSA,ENA,75,25,60,55,70,35
Claude Sonnet 4,row_2849,ESEA,ENA,85,25,65,70,75,20
Claude Sonnet 4,row_2849,OCE,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2849,ENA,ENA,75,25,60,65,70,30
Claude Sonnet 4,row_2849,LAC,ENA,75,25,60,45,80,35
